voltage,electronDensity,centralField,throatField,fieldRatio,rotationPower,viscousTorquePower,parallelLossPower,chargeExchangePower,totalHeatLoss,classicalIonHeatLoss,parallelIonHeatLoss,chargeExchangeHeatLoss,parallelElectronHeatLoss,radiationLoss,MachAlfven,Q_scientific,Q_scientific_equiv,ionTemperature,electronTemperature,temperatureRatio,rho_i,a,L,rmin,exhaustRadius,tau_E,Mach,rho_star,nu_star,tripleProduct,thermalPower
211.0,4.6e+19,0.34,3.0,8.823529411764705,0.357,0.259,0.027600000000000003,0.0708,0.259,0.108,0.0433,0.0042699999999999995,0.094,0.00082,3.55,,,9.5,9.5,1.0,0.0292,0.08,0.6,0.05,0.0438,0.0636,4.07,0.365,3.15e-05,2.78e+19,
166.0,3.1e+19,0.34,3.0,8.823529411764705,0.172,0.0943,0.0107,0.06659999999999999,0.0943,0.0355,0.017,0.00362,0.0352,0.000278,2.29,,,5.3,5.3,1.0,0.0218,0.08,0.6,0.05,0.0438,0.06559999999999999,4.29,0.2725,6.6e-05,1.08e+19,
198.0,4.1e+19,0.34,3.0,8.823529411764705,0.284,0.194,0.0211,0.0693,0.194,0.0785,0.0332,0.004070000000000001,0.0711,0.000602,3.14,,,8.1,8.1,1.0,0.027,0.08,0.6,0.05,0.0438,0.06459999999999999,4.13,0.33749999999999997,3.83e-05,2.15e+19,
79.7,4.6e+19,0.34,3.0,8.823529411764705,0.538,0.0996,0.011300000000000001,0.427,0.0996,0.0277,0.0185,0.0171,0.0337,0.000252,1.34,,,0.9,0.9,1.0,0.009,0.08,0.6,0.05,0.0438,0.0157,4.99,0.11249999999999999,0.00292,6.49e+17,
181.0,3.1e+19,0.34,3.0,8.823529411764705,0.166,0.102,0.0114,0.052399999999999995,0.102,0.0399,0.018,0.00296,0.038,0.000308,2.49,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,0.07429999999999999,4.21,0.3025,4.45e-05,1.5e+19,
86.8,1e+18,0.34,3.0,8.823529411764705,0.287,5.69e-05,6.44e-06,0.000224,5.7e-05,1.63e-05,1.05e-05,9.27e-06,1.9399999999999997e-05,132.0,0.215,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.728,4.92,0.124375,4.78e-05,8.01e+17,
143.0,4.6e+19,0.34,3.0,8.823529411764705,0.411,0.178,0.0206,0.213,0.178,0.0629,0.0329,0.0108,0.06620000000000001,0.000512,2.41,,,3.7,3.7,1.0,0.0182,0.08,0.6,0.05,0.0438,0.036,4.43,0.2275,0.000194,6.12e+18,
200.0,2.6e+19,0.34,3.0,8.823529411764705,0.116,0.0795,0.00864,0.0273,0.0795,0.0324,0.0136,0.00161,0.0292,0.000245,2.53,,,8.3,8.3,1.0,0.0273,0.08,0.6,0.05,0.0438,0.102,4.12,0.34125,2.34e-05,2.21e+19,
187.0,2.6e+19,0.34,3.0,8.823529411764705,0.116,0.07479999999999999,0.00827,0.033299999999999996,0.07479999999999999,0.0296,0.013,0.00191,0.0277,0.000227,2.37,,,7.1,7.1,1.0,0.0253,0.08,0.6,0.05,0.0438,0.093,4.18,0.31625,3.16e-05,1.72e+19,
209.0,1.01e+20,0.34,3.0,8.823529411764705,1.69,1.21,0.13,0.344,1.21,0.505,0.204,0.0207,0.441,0.00391,5.22,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.0292,4.08,0.36124999999999996,7.07e-05,2.74e+19,
61.8,2.6e+19,0.34,3.0,8.823529411764705,0.145,0.0248,0.00296,0.117,0.0248,0.00637,0.004889999999999999,0.00436,0.00861,6.0100000000000004e-05,0.781,,,0.5,0.5,1.0,0.00671,0.08,0.6,0.05,0.0438,0.0197,5.19,0.08387499999999999,0.00516,2.57e+17,
185.0,5.1e+19,0.34,3.0,8.823529411764705,0.441,0.28,0.031,0.13,0.28,0.11,0.049,0.00743,0.104,0.000859,3.28,,,6.9,6.9,1.0,0.0249,0.08,0.6,0.05,0.0438,0.0474,4.19,0.31124999999999997,6.45e-05,1.67e+19,
150.0,5.1e+19,0.34,3.0,8.823529411764705,0.489,0.228,0.026199999999999998,0.235,0.228,0.0818,0.0418,0.012199999999999999,0.0848,0.000662,2.65,,,4.1,4.1,1.0,0.0192,0.08,0.6,0.05,0.0438,0.0346,4.39,0.23999999999999996,0.000176,7.24e+18,
209.0,2.1e+19,0.34,3.0,8.823529411764705,0.07579999999999999,0.0546,0.00583,0.0155,0.0545,0.022699999999999998,0.00915,0.000928,0.0198,0.000169,2.38,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.135,4.08,0.36124999999999996,1.53e-05,2.64e+19,
104.0,5.1e+19,0.34,3.0,8.823529411764705,0.641,0.16,0.0182,0.463,0.16,0.0492,0.0296,0.0206,0.056100000000000004,0.000426,1.84,,,1.7,1.7,1.0,0.0124,0.08,0.6,0.05,0.0438,0.020399999999999998,4.74,0.155,0.000953,1.77e+18,
196.0,9.1e+19,0.34,3.0,8.823529411764705,1.37,0.927,0.101,0.346,0.927,0.374,0.159,0.0202,0.341,0.0029300000000000003,4.63,,,7.9,7.9,1.0,0.0267,0.08,0.6,0.05,0.0438,0.0292,4.14,0.33375,8.74e-05,2.1e+19,
118.0,9.1e+19,0.34,3.0,8.823529411764705,1.85,0.566,0.0653,1.22,0.566,0.184,0.105,0.0571,0.204,0.00158,2.79,,,2.3,2.3,1.0,0.0144,0.08,0.6,0.05,0.0438,0.013900000000000001,4.62,0.18,0.000938,2.92e+18,
86.8,9.1e+19,0.34,3.0,8.823529411764705,2.1,0.417,0.047200000000000006,1.64,0.417,0.119,0.07709999999999999,0.0678,0.142,0.00109,2.05,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.00905,4.91,0.124375,0.00385,9.06e+17,
190.0,7.1e+19,0.34,3.0,8.823529411764705,0.844,0.55,0.0606,0.234,0.55,0.219,0.09559999999999999,0.0135,0.203,0.00171,3.96,,,7.3,7.3,1.0,0.0256,0.08,0.6,0.05,0.0438,0.0355,4.17,0.32,7.99e-05,1.84e+19,
155.0,7.1e+19,0.34,3.0,8.823529411764705,0.915,0.454,0.052,0.409,0.454,0.166,0.0828,0.0216,0.169,0.00134,3.24,,,4.5,4.5,1.0,0.0201,0.08,0.6,0.05,0.0438,0.0265,4.35,0.25125,0.000203,8.47e+18,
140.0,1e+18,0.34,3.0,8.823529411764705,0.218,9.070000000000001e-05,1.05e-05,0.000117,9.070000000000001e-05,3.16e-05,1.67e-05,5.88e-06,3.3600000000000004e-05,238.0,0.348,,,3.5,3.5,1.0,0.0177,0.08,0.6,0.05,0.0438,1.46,4.45,0.22125,5.14e-06,5.09e+18,
137.0,1e+18,0.34,3.0,8.823529411764705,0.222,8.86e-05,1.0300000000000001e-05,0.000123,8.86e-05,3.06e-05,1.64e-05,6.15e-06,3.28e-05,231.0,0.339,,,3.3,3.3,1.0,0.0172,0.08,0.6,0.05,0.0438,1.4,4.48,0.215,5.76e-06,4.63e+18,
158.0,7.1e+19,0.34,3.0,8.823529411764705,0.905,0.462,0.0528,0.391,0.462,0.17,0.084,0.0208,0.172,0.0013700000000000001,3.3,,,4.7,4.7,1.0,0.0206,0.08,0.6,0.05,0.0438,0.0272,4.33,0.2575,0.000187,9.09e+18,
192.0,7.1e+19,0.34,3.0,8.823529411764705,0.843,0.556,0.0611,0.226,0.556,0.222,0.0963,0.013099999999999999,0.205,0.00174,4.0,,,7.5,7.5,1.0,0.026,0.08,0.6,0.05,0.0438,0.0361,4.16,0.32499999999999996,7.58e-05,1.92e+19,
79.7,9.1e+19,0.34,3.0,8.823529411764705,2.06,0.382,0.0434,1.64,0.382,0.106,0.0711,0.0658,0.129,0.000988,1.88,,,0.9,0.9,1.0,0.009,0.08,0.6,0.05,0.0438,0.00808,4.99,0.11249999999999999,0.00566,6.62e+17,
114.0,9.1e+19,0.34,3.0,8.823529411764705,1.9,0.546,0.0628,1.29,0.546,0.174,0.101,0.0597,0.195,0.00151,2.69,,,2.1,2.1,1.0,0.0137,0.08,0.6,0.05,0.0438,0.0132,4.66,0.17125,0.00112,2.52e+18,
194.0,9.1e+19,0.34,3.0,8.823529411764705,1.37,0.917,0.1,0.357,0.917,0.369,0.158,0.0208,0.338,0.00289,4.58,,,7.7,7.7,1.0,0.0263,0.08,0.6,0.05,0.0438,0.0288,4.15,0.32875,9.18e-05,2.02e+19,
109.0,5.1e+19,0.34,3.0,8.823529411764705,0.624,0.167,0.0192,0.438,0.167,0.052399999999999995,0.031,0.0198,0.0593,0.000451,1.93,,,1.9,1.9,1.0,0.0131,0.08,0.6,0.05,0.0438,0.0218,4.7,0.16375,0.00077,2.12e+18,
153.0,5.1e+19,0.34,3.0,8.823529411764705,0.482,0.232,0.026699999999999998,0.223,0.232,0.0841,0.0424,0.011699999999999999,0.0865,0.000678,2.7,,,4.3,4.3,1.0,0.0197,0.08,0.6,0.05,0.0438,0.0356,4.37,0.24624999999999997,0.00016,7.81e+18,
211.0,2.1e+19,0.34,3.0,8.823529411764705,0.07590000000000001,0.055,0.005860000000000001,0.015,0.055,0.0229,0.0092,0.000907,0.02,0.000171,2.4,,,9.5,9.5,1.0,0.0292,0.08,0.6,0.05,0.0438,0.137,4.07,0.365,1.46e-05,2.73e+19,
71.5,2.6e+19,0.34,3.0,8.823529411764705,0.165,0.0289,0.00333,0.133,0.0289,0.0077599999999999995,0.0054800000000000005,0.00514,0.00984,7.11e-05,0.904,,,0.7,0.7,1.0,0.00794,0.08,0.6,0.05,0.0438,0.0237,5.08,0.09924999999999999,0.00271,4.32e+17,
187.0,5.1e+19,0.34,3.0,8.823529411764705,0.44,0.283,0.0313,0.126,0.283,0.112,0.0494,0.00721,0.105,0.000871,3.32,,,7.1,7.1,1.0,0.0253,0.08,0.6,0.05,0.0438,0.0482,4.18,0.31625,6.1e-05,1.75e+19,
211.0,1.01e+20,0.34,3.0,8.823529411764705,1.69,1.22,0.13,0.335,1.22,0.511,0.205,0.0202,0.444,0.00395,5.26,,,9.5,9.5,1.0,0.0292,0.08,0.6,0.05,0.0438,0.0295,4.07,0.365,6.78e-05,2.83e+19,
185.0,2.6e+19,0.34,3.0,8.823529411764705,0.117,0.074,0.008199999999999999,0.0344,0.074,0.0291,0.0129,0.00196,0.027399999999999997,0.000223,2.34,,,6.9,6.9,1.0,0.0249,0.08,0.6,0.05,0.0438,0.09140000000000001,4.19,0.31124999999999997,3.34e-05,1.64e+19,
198.0,2.6e+19,0.34,3.0,8.823529411764705,0.116,0.0788,0.00858,0.0282,0.0788,0.0319,0.0135,0.00165,0.0289,0.000242,2.5,,,8.1,8.1,1.0,0.027,0.08,0.6,0.05,0.0438,0.101,4.13,0.33749999999999997,2.45e-05,2.12e+19,
147.0,4.6e+19,0.34,3.0,8.823529411764705,0.405,0.182,0.021,0.202,0.182,0.0648,0.0335,0.0104,0.0677,0.000525,2.46,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.0371,4.41,0.23375,0.000175,6.66e+18,
79.7,1e+18,0.34,3.0,8.823529411764705,0.283,5.23e-05,5.940000000000001e-06,0.000224,5.23e-05,1.45e-05,9.72e-06,9.01e-06,1.77e-05,119.0,0.198,,,0.9,0.9,1.0,0.009,0.08,0.6,0.05,0.0438,0.649,4.99,0.11249999999999999,7.04e-05,5.84e+17,
86.8,4.6e+19,0.34,3.0,8.823529411764705,0.548,0.109,0.0123,0.427,0.109,0.031100000000000003,0.0201,0.0177,0.037,0.000279,1.46,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.0175,4.91,0.124375,0.00199,8.88e+17,
183.0,3.1e+19,0.34,3.0,8.823529411764705,0.166,0.103,0.0115,0.0505,0.103,0.040600000000000004,0.0182,0.00287,0.0384,0.000313,2.53,,,6.7,6.7,1.0,0.0246,0.08,0.6,0.05,0.0438,0.0756,4.2,0.3075,4.2e-05,1.57e+19,
169.0,3.1e+19,0.34,3.0,8.823529411764705,0.17,0.09570000000000001,0.0108,0.0638,0.09570000000000001,0.0362,0.0172,0.00349,0.0357,0.000283,2.33,,,5.5,5.5,1.0,0.0222,0.08,0.6,0.05,0.0438,0.06709999999999999,4.27,0.2775,6.14e-05,1.14e+19,
200.0,4.1e+19,0.34,3.0,8.823529411764705,0.284,0.196,0.0212,0.06720000000000001,0.196,0.07959999999999999,0.0334,0.00396,0.0717,0.000609,3.17,,,8.3,8.3,1.0,0.0273,0.08,0.6,0.05,0.0438,0.06559999999999999,4.12,0.34125,3.65e-05,2.23e+19,
209.0,4.6e+19,0.34,3.0,8.823529411764705,0.357,0.257,0.027399999999999997,0.0728,0.257,0.107,0.0431,0.00437,0.0933,0.000811,3.52,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.0628,4.08,0.36124999999999996,3.28e-05,2.69e+19,
181.0,4.6e+19,0.34,3.0,8.823529411764705,0.362,0.223,0.0249,0.114,0.223,0.0869,0.039299999999999995,0.00645,0.08270000000000001,0.000678,3.04,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,0.0505,4.21,0.3025,6.54e-05,1.51e+19,
147.0,1.1e+19,0.34,3.0,8.823529411764705,0.024,0.0108,0.00125,0.012,0.0108,0.0038399999999999997,0.00198,0.000616,0.004019999999999999,3.01e-05,1.2,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.15,4.41,0.23375,4.34e-05,6.42e+18,
178.0,1.1e+19,0.34,3.0,8.823529411764705,0.0215,0.013,0.00146,0.007030000000000001,0.013,0.00505,0.00231,0.000394,0.004849999999999999,3.82e-05,1.47,,,6.3,6.3,1.0,0.0238,0.08,0.6,0.05,0.0438,0.2,4.22,0.29750000000000004,1.72e-05,1.39e+19,
98.8,6.6e+19,0.34,3.0,8.823529411764705,1.09,0.252,0.0287,0.811,0.252,0.076,0.0466,0.0353,0.0877,0.000671,1.99,,,1.5,1.5,1.0,0.0116,0.08,0.6,0.05,0.0438,0.0148,4.79,0.145,0.00156,1.46e+18,
204.0,6.1e+19,0.34,3.0,8.823529411764705,0.623,0.437,0.0471,0.138,0.436,0.179,0.074,0.00822,0.159,0.00138,3.94,,,8.7,8.7,1.0,0.028,0.08,0.6,0.05,0.0438,0.0458,4.1,0.35,4.91e-05,2.43e+19,
164.0,1.1e+19,0.34,3.0,8.823529411764705,0.0224,0.012,0.0013700000000000001,0.00898,0.012,0.0044800000000000005,0.00217,0.000485,0.0044800000000000005,3.4399999999999996e-05,1.35,,,5.1,5.1,1.0,0.0214,0.08,0.6,0.05,0.0438,0.176,4.3,0.26749999999999996,2.59e-05,9.88e+18,
150.0,8.6e+19,0.34,3.0,8.823529411764705,1.37,0.639,0.0735,0.659,0.639,0.229,0.117,0.0342,0.238,0.00188,3.44,,,4.1,4.1,1.0,0.0192,0.08,0.6,0.05,0.0438,0.0208,4.39,0.23999999999999996,0.000292,7.34e+18,
130.0,8.6e+19,0.34,3.0,8.823529411764705,1.53,0.556,0.0644,0.912,0.556,0.188,0.103,0.0445,0.204,0.00158,2.98,,,2.9,2.9,1.0,0.0162,0.08,0.6,0.05,0.0438,0.0169,4.52,0.20249999999999999,0.000569,4.21e+18,
206.0,6.6e+19,0.34,3.0,8.823529411764705,0.728,0.515,0.055299999999999995,0.157,0.515,0.212,0.087,0.00937,0.188,0.00163,4.14,,,8.9,8.9,1.0,0.0283,0.08,0.6,0.05,0.0438,0.043,4.09,0.35374999999999995,5.08e-05,2.53e+19,
176.0,6.6e+19,0.34,3.0,8.823529411764705,0.745,0.444,0.0498,0.252,0.444,0.171,0.0787,0.014,0.165,0.00135,3.55,,,6.1,6.1,1.0,0.0234,0.08,0.6,0.05,0.0438,0.0342,4.23,0.2925,0.000105,1.38e+19,
104.0,8.6e+19,0.34,3.0,8.823529411764705,1.8,0.448,0.0511,1.3,0.448,0.138,0.0829,0.0578,0.157,0.00121,2.39,,,1.7,1.7,1.0,0.0124,0.08,0.6,0.05,0.0438,0.0123,4.74,0.155,0.00158,1.8e+18,
200.0,8.1e+19,0.34,3.0,8.823529411764705,1.09,0.751,0.0815,0.258,0.751,0.306,0.128,0.0152,0.275,0.0023799999999999997,4.46,,,8.3,8.3,1.0,0.0273,0.08,0.6,0.05,0.0438,0.0337,4.12,0.34125,7.09e-05,2.27e+19,
215.0,6.6e+19,0.34,3.0,8.823529411764705,0.731,0.537,0.0569,0.137,0.537,0.226,0.08929999999999999,0.008320000000000001,0.194,0.00172,4.33,,,9.9,9.9,1.0,0.0298,0.08,0.6,0.05,0.0438,0.045899999999999996,4.06,0.3725,4.14e-05,3e+19,
86.8,8.6e+19,0.34,3.0,8.823529411764705,1.88,0.373,0.0422,1.46,0.373,0.107,0.0689,0.060700000000000004,0.127,0.000975,1.99,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.00956,4.91,0.124375,0.00365,9.04e+17,
146.0,8.6e+19,0.34,3.0,8.823529411764705,1.39,0.626,0.0722,0.694,0.626,0.223,0.115,0.0357,0.233,0.00184,3.37,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.0202,4.41,0.23375,0.000322,6.77e+18,
181.0,8.6e+19,0.34,3.0,8.823529411764705,1.25,0.767,0.0856,0.393,0.767,0.299,0.135,0.0222,0.285,0.00237,4.15,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,0.0275,4.21,0.3025,0.00012,1.54e+19,
209.0,8.6e+19,0.34,3.0,8.823529411764705,1.23,0.884,0.09440000000000001,0.25,0.884,0.367,0.148,0.015099999999999999,0.321,0.0028399999999999996,4.81,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.0341,4.08,0.36124999999999996,6.04e-05,2.73e+19,
171.0,1.1e+19,0.34,3.0,8.823529411764705,0.0219,0.0125,0.0014199999999999998,0.00791,0.0125,0.00477,0.0022400000000000002,0.000436,0.00467,3.6299999999999995e-05,1.41,,,5.7,5.7,1.0,0.0226,0.08,0.6,0.05,0.0438,0.188,4.26,0.2825,2.09e-05,1.18e+19,
217.0,6e+18,0.34,3.0,8.823529411764705,0.0064,0.00474,0.000501,0.00117,0.004730000000000001,0.00199,0.000785,7.11e-05,0.00171,1.45e-05,1.32,,,10.1,10.1,1.0,0.0301,0.08,0.6,0.05,0.0438,0.482,4.05,0.37625,3.83e-06,2.92e+19,
137.0,6.6e+19,0.34,3.0,8.823529411764705,0.87,0.347,0.0402,0.483,0.347,0.12,0.0643,0.0241,0.128,0.000995,2.75,,,3.3,3.3,1.0,0.0172,0.08,0.6,0.05,0.0438,0.023600000000000003,4.47,0.215,0.000343,5.15e+18,
155.0,6.6e+19,0.34,3.0,8.823529411764705,0.793,0.393,0.0451,0.354,0.393,0.144,0.0717,0.018699999999999998,0.147,0.00116,3.13,,,4.5,4.5,1.0,0.0201,0.08,0.6,0.05,0.0438,0.0285,4.35,0.25125,0.000189,8.46e+18,
130.0,1.1e+19,0.34,3.0,8.823529411764705,0.0265,0.0096,0.00111,0.0157,0.0096,0.0032400000000000003,0.0017800000000000001,0.000769,0.00352,2.59e-05,1.07,,,2.9,2.9,1.0,0.0162,0.08,0.6,0.05,0.0438,0.125,4.53,0.20249999999999999,7.67e-05,3.99e+18,
104.0,4.6e+19,0.34,3.0,8.823529411764705,0.523,0.13,0.0149,0.378,0.13,0.040100000000000004,0.0241,0.016800000000000002,0.0458,0.000347,1.75,,,1.7,1.7,1.0,0.0124,0.08,0.6,0.05,0.0438,0.022600000000000002,4.74,0.155,0.000862,1.77e+18,
130.0,4.6e+19,0.34,3.0,8.823529411764705,0.446,0.162,0.018699999999999998,0.265,0.162,0.0546,0.03,0.013,0.0594,0.000453,2.18,,,2.9,2.9,1.0,0.0162,0.08,0.6,0.05,0.0438,0.031100000000000003,4.52,0.20249999999999999,0.000309,4.15e+18,
61.8,3.1e+19,0.34,3.0,8.823529411764705,0.205,0.0351,0.00418,0.166,0.0351,0.00901,0.00691,0.0061600000000000005,0.012199999999999999,8.54e-05,0.853,,,0.5,0.5,1.0,0.00671,0.08,0.6,0.05,0.0438,0.0167,5.19,0.08387499999999999,0.00612,2.58e+17,
137.0,3.1e+19,0.34,3.0,8.823529411764705,0.196,0.0782,0.00904,0.109,0.0782,0.027,0.0145,0.00543,0.0289,0.000219,1.89,,,3.3,3.3,1.0,0.0172,0.08,0.6,0.05,0.0438,0.0493,4.47,0.215,0.000164,5.05e+18,
109.0,1e+18,0.34,3.0,8.823529411764705,0.266,7.120000000000001e-05,8.17e-06,0.000187,7.120000000000001e-05,2.23e-05,1.3199999999999999e-05,8.449999999999999e-06,2.5300000000000002e-05,174.0,0.27,,,1.9,1.9,1.0,0.0131,0.08,0.6,0.05,0.0438,1.01,4.7,0.16375,1.67e-05,1.91e+18,
150.0,4.6e+19,0.34,3.0,8.823529411764705,0.399,0.186,0.0214,0.192,0.186,0.06670000000000001,0.0341,0.009949999999999999,0.0692,0.000539,2.51,,,4.1,4.1,1.0,0.0192,0.08,0.6,0.05,0.0438,0.038299999999999994,4.39,0.23999999999999996,0.000159,7.22e+18,
196.0,2.6e+19,0.34,3.0,8.823529411764705,0.116,0.078,0.00852,0.0291,0.078,0.0315,0.0134,0.0017,0.0287,0.000239,2.48,,,7.9,7.9,1.0,0.0267,0.08,0.6,0.05,0.0438,0.0992,4.14,0.33375,2.57e-05,2.04e+19,
194.0,5.1e+19,0.34,3.0,8.823529411764705,0.438,0.292,0.032,0.114,0.292,0.117,0.0505,0.00661,0.108,0.000908,3.43,,,7.7,7.7,1.0,0.0263,0.08,0.6,0.05,0.0438,0.0506,4.15,0.32875,5.22e-05,1.99e+19,
114.0,5.1e+19,0.34,3.0,8.823529411764705,0.607,0.174,0.02,0.413,0.174,0.055600000000000004,0.032299999999999995,0.019,0.062299999999999994,0.000474,2.01,,,2.1,2.1,1.0,0.0137,0.08,0.6,0.05,0.0438,0.0232,4.66,0.17125,0.000636,2.48e+18,
166.0,2.6e+19,0.34,3.0,8.823529411764705,0.121,0.06659999999999999,0.00756,0.047,0.06659999999999999,0.0251,0.012,0.00256,0.0249,0.000196,2.1,,,5.3,5.3,1.0,0.0218,0.08,0.6,0.05,0.0438,0.07790000000000001,4.29,0.2725,5.56e-05,1.07e+19,
122.0,2.6e+19,0.34,3.0,8.823529411764705,0.152,0.0495,0.00571,0.0968,0.0495,0.016300000000000002,0.00919,0.00461,0.018,0.000134,1.54,,,2.5,2.5,1.0,0.015,0.08,0.6,0.05,0.0438,0.0495,4.59,0.1875,0.000236,3.22e+18,
79.7,5.1e+19,0.34,3.0,8.823529411764705,0.659,0.122,0.013900000000000001,0.523,0.122,0.0339,0.022699999999999998,0.021,0.041299999999999996,0.00031,1.41,,,0.9,0.9,1.0,0.009,0.08,0.6,0.05,0.0438,0.014199999999999999,4.99,0.11249999999999999,0.00323,6.51e+17,
187.0,9.1e+19,0.34,3.0,8.823529411764705,1.38,0.888,0.09820000000000001,0.395,0.888,0.352,0.155,0.022600000000000002,0.328,0.00277,4.43,,,7.1,7.1,1.0,0.0253,0.08,0.6,0.05,0.0438,0.027399999999999997,4.18,0.31625,0.000107,1.77e+19,
152.0,9.1e+19,0.34,3.0,8.823529411764705,1.51,0.728,0.0836,0.701,0.728,0.264,0.133,0.0367,0.271,0.00216,3.61,,,4.3,4.3,1.0,0.0197,0.08,0.6,0.05,0.0438,0.020300000000000002,4.37,0.24624999999999997,0.000282,7.93e+18,
109.0,9.1e+19,0.34,3.0,8.823529411764705,1.96,0.524,0.0601,1.37,0.524,0.164,0.09709999999999999,0.062200000000000005,0.186,0.0014399999999999999,2.58,,,1.9,1.9,1.0,0.0131,0.08,0.6,0.05,0.0438,0.0124,4.7,0.16375,0.00135,2.15e+18,
183.0,1e+18,0.34,3.0,8.823529411764705,0.187,0.000117,1.3e-05,5.7e-05,0.000117,4.57e-05,2.05e-05,3.23e-06,4.3299999999999995e-05,339.0,0.454,,,6.7,6.7,1.0,0.0246,0.08,0.6,0.05,0.0438,2.16,4.2,0.3075,1.47e-06,1.45e+19,
169.0,1e+18,0.34,3.0,8.823529411764705,0.193,0.000108,1.22e-05,7.209999999999999e-05,0.000108,4.09e-05,1.9399999999999997e-05,3.9399999999999995e-06,4.04e-05,303.0,0.419,,,5.5,5.5,1.0,0.0222,0.08,0.6,0.05,0.0438,1.92,4.28,0.2775,2.15e-06,1.05e+19,
122.0,7.1e+19,0.34,3.0,8.823529411764705,1.1,0.359,0.0415,0.703,0.359,0.118,0.06670000000000001,0.0334,0.13,0.001,2.55,,,2.5,2.5,1.0,0.015,0.08,0.6,0.05,0.0438,0.018600000000000002,4.58,0.1875,0.000628,3.31e+18,
93.1,7.1e+19,0.34,3.0,8.823529411764705,1.28,0.274,0.031100000000000003,0.977,0.275,0.08070000000000001,0.0507,0.0416,0.09440000000000001,0.000723,1.94,,,1.3,1.3,1.0,0.0108,0.08,0.6,0.05,0.0438,0.0127,4.85,0.135,0.0022,1.17e+18,
98.8,7.1e+19,0.34,3.0,8.823529411764705,1.26,0.291,0.033100000000000004,0.937,0.292,0.0878,0.0538,0.040799999999999996,0.101,0.000776,2.06,,,1.5,1.5,1.0,0.0116,0.08,0.6,0.05,0.0438,0.013800000000000002,4.79,0.145,0.00167,1.47e+18,
126.0,7.1e+19,0.34,3.0,8.823529411764705,1.08,0.37,0.0428,0.662,0.37,0.123,0.0688,0.0319,0.135,0.0010400000000000001,2.63,,,2.7,2.7,1.0,0.0156,0.08,0.6,0.05,0.0438,0.0195,4.55,0.19499999999999998,0.000541,3.74e+18,
166.0,1e+18,0.34,3.0,8.823529411764705,0.194,0.000107,1.21e-05,7.52e-05,0.000107,4e-05,1.92e-05,4.09e-06,3.98e-05,297.0,0.412,,,5.3,5.3,1.0,0.0218,0.08,0.6,0.05,0.0438,1.87,4.29,0.2725,2.31e-06,9.93e+18,
181.0,1e+18,0.34,3.0,8.823529411764705,0.187,0.000115,1.29e-05,5.92e-05,0.000115,4.49e-05,2.0300000000000002e-05,3.33e-06,4.29e-05,333.0,0.448,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,2.12,4.21,0.3025,1.56e-06,1.38e+19,
104.0,9.1e+19,0.34,3.0,8.823529411764705,2.01,0.501,0.0572,1.45,0.501,0.154,0.0927,0.06459999999999999,0.176,0.00136,2.46,,,1.7,1.7,1.0,0.0124,0.08,0.6,0.05,0.0438,0.0116,4.74,0.155,0.00167,1.8e+18,
150.0,9.1e+19,0.34,3.0,8.823529411764705,1.53,0.714,0.08220000000000001,0.736,0.714,0.257,0.131,0.038299999999999994,0.266,0.00211,3.54,,,4.1,4.1,1.0,0.0192,0.08,0.6,0.05,0.0438,0.0197,4.39,0.23999999999999996,0.000309,7.35e+18,
185.0,9.1e+19,0.34,3.0,8.823529411764705,1.38,0.878,0.0974,0.409,0.878,0.346,0.154,0.0233,0.325,0.00273,4.38,,,6.9,6.9,1.0,0.0249,0.08,0.6,0.05,0.0438,0.0269,4.19,0.31124999999999997,0.000113,1.69e+19,
126.0,2.6e+19,0.34,3.0,8.823529411764705,0.148,0.051,0.005900000000000001,0.0912,0.051,0.017,0.009470000000000001,0.0044,0.018600000000000002,0.00014,1.59,,,2.7,2.7,1.0,0.0156,0.08,0.6,0.05,0.0438,0.0519,4.55,0.19499999999999998,0.000204,3.64e+18,
86.8,5.1e+19,0.34,3.0,8.823529411764705,0.671,0.133,0.015099999999999999,0.523,0.133,0.0381,0.0246,0.0217,0.0453,0.000343,1.54,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.0159,4.91,0.124375,0.0022,8.91e+17,
