voltage,electronDensity,centralField,throatField,fieldRatio,rotationPower,viscousTorquePower,parallelLossPower,chargeExchangePower,totalHeatLoss,classicalIonHeatLoss,parallelIonHeatLoss,chargeExchangeHeatLoss,parallelElectronHeatLoss,radiationLoss,MachAlfven,Q_scientific,Q_scientific_equiv,ionTemperature,electronTemperature,temperatureRatio,rho_i,a,L,rmin,exhaustRadius,tau_E,Mach,rho_star,nu_star,tripleProduct,thermalPower
206.0,5.6e+19,0.34,3.0,8.823529411764705,0.526,0.372,0.04,0.114,0.372,0.153,0.0629,0.00677,0.136,0.0011799999999999998,3.81,,,8.9,8.9,1.0,0.0283,0.08,0.6,0.05,0.0438,0.0505,4.09,0.35374999999999995,4.33e-05,2.52e+19,
146.0,1.01e+20,0.34,3.0,8.823529411764705,1.91,0.86,0.0991,0.953,0.86,0.306,0.158,0.049100000000000005,0.32,0.0025299999999999997,3.65,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.0173,4.41,0.23375,0.000376,6.8e+18,
176.0,5.6e+19,0.34,3.0,8.823529411764705,0.539,0.321,0.036,0.182,0.321,0.124,0.0569,0.0101,0.119,0.000974,3.27,,,6.1,6.1,1.0,0.0234,0.08,0.6,0.05,0.0438,0.0402,4.23,0.2925,8.96e-05,1.37e+19,
164.0,1.01e+20,0.34,3.0,8.823529411764705,1.78,0.957,0.109,0.716,0.957,0.357,0.173,0.038700000000000005,0.357,0.0029,4.07,,,5.1,5.1,1.0,0.0214,0.08,0.6,0.05,0.0438,0.020300000000000002,4.3,0.26749999999999996,0.000225,1.05e+19,
178.0,1.01e+20,0.34,3.0,8.823529411764705,1.72,1.04,0.116,0.561,1.04,0.404,0.184,0.0315,0.387,0.00322,4.44,,,6.3,6.3,1.0,0.0238,0.08,0.6,0.05,0.0438,0.023,4.22,0.29750000000000004,0.00015,1.47e+19,
98.8,5.6e+19,0.34,3.0,8.823529411764705,0.79,0.182,0.0208,0.587,0.183,0.055,0.0337,0.0256,0.0634,0.000483,1.83,,,1.5,1.5,1.0,0.0116,0.08,0.6,0.05,0.0438,0.0173,4.79,0.145,0.00133,1.46e+18,
178.0,2.1e+19,0.34,3.0,8.823529411764705,0.0773,0.046799999999999994,0.00524,0.0252,0.046799999999999994,0.0181,0.00828,0.00141,0.0174,0.000139,2.03,,,6.3,6.3,1.0,0.0238,0.08,0.6,0.05,0.0438,0.107,4.22,0.29750000000000004,3.23e-05,1.41e+19,
164.0,2.1e+19,0.34,3.0,8.823529411764705,0.08020000000000001,0.0431,0.004900000000000001,0.0322,0.0431,0.0161,0.00777,0.00174,0.0161,0.000125,1.86,,,5.1,5.1,1.0,0.0214,0.08,0.6,0.05,0.0438,0.0938,4.3,0.26749999999999996,4.86e-05,1e+19,
204.0,5.1e+19,0.34,3.0,8.823529411764705,0.437,0.307,0.033,0.09720000000000001,0.306,0.126,0.052,0.00577,0.112,0.000965,3.61,,,8.7,8.7,1.0,0.028,0.08,0.6,0.05,0.0438,0.0546,4.1,0.35,4.13e-05,2.42e+19,
147.0,2.1e+19,0.34,3.0,8.823529411764705,0.0861,0.038700000000000005,0.0044599999999999996,0.0429,0.038700000000000005,0.013800000000000002,0.0071200000000000005,0.00221,0.0144,0.00011,1.66,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.07970000000000001,4.41,0.23375,8.15e-05,6.53e+18,
209.0,7.6e+19,0.34,3.0,8.823529411764705,0.963,0.693,0.074,0.196,0.692,0.288,0.116,0.011800000000000001,0.252,0.00221,4.52,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.0385,4.08,0.36124999999999996,5.35e-05,2.72e+19,
181.0,7.6e+19,0.34,3.0,8.823529411764705,0.976,0.601,0.067,0.308,0.601,0.234,0.106,0.0174,0.223,0.00185,3.9,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,0.031,4.21,0.3025,0.000107,1.53e+19,
155.0,9.6e+19,0.34,3.0,8.823529411764705,1.66,0.824,0.09440000000000001,0.742,0.824,0.301,0.15,0.039200000000000006,0.307,0.00246,3.77,,,4.5,4.5,1.0,0.0201,0.08,0.6,0.05,0.0438,0.0198,4.35,0.25125,0.000272,8.54e+18,
137.0,9.6e+19,0.34,3.0,8.823529411764705,1.82,0.728,0.0842,1.01,0.728,0.252,0.135,0.0506,0.269,0.0021000000000000003,3.32,,,3.3,3.3,1.0,0.0172,0.08,0.6,0.05,0.0438,0.016399999999999998,4.47,0.215,0.000494,5.2e+18,
213.0,1e+18,0.34,3.0,8.823529411764705,0.185,0.000135,1.43e-05,3.55e-05,0.000135,5.6399999999999995e-05,2.25e-05,2.1499999999999997e-06,4.8899999999999996e-05,426.0,0.529,,,9.7,9.7,1.0,0.0295,0.08,0.6,0.05,0.0438,2.71,4.07,0.36874999999999997,7.17e-07,2.63e+19,
86.8,7.6e+19,0.34,3.0,8.823529411764705,1.47,0.292,0.033100000000000004,1.15,0.292,0.0838,0.054,0.0476,0.0995,0.000762,1.87,,,1.1,1.1,1.0,0.00995,0.08,0.6,0.05,0.0438,0.0108,4.91,0.124375,0.00324,9.01e+17,
215.0,9.6e+19,0.34,3.0,8.823529411764705,1.53,1.13,0.119,0.287,1.13,0.473,0.187,0.0175,0.407,0.00365,5.22,,,9.9,9.9,1.0,0.0298,0.08,0.6,0.05,0.0438,0.0318,4.06,0.3725,5.96e-05,3.02e+19,
200.0,7.1e+19,0.34,3.0,8.823529411764705,0.84,0.579,0.0628,0.199,0.579,0.236,0.0989,0.011699999999999999,0.212,0.00183,4.17,,,8.3,8.3,1.0,0.0273,0.08,0.6,0.05,0.0438,0.0384,4.12,0.34125,6.24e-05,2.26e+19,
161.0,6e+18,0.34,3.0,8.823529411764705,0.006809999999999999,0.00357,0.000407,0.0028399999999999996,0.00357,0.00132,0.000646,0.000152,0.00133,1e-05,0.977,,,4.9,4.9,1.0,0.021,0.08,0.6,0.05,0.0438,0.311,4.32,0.2625,1.55e-05,9.13e+18,
146.0,7.6e+19,0.34,3.0,8.823529411764705,1.09,0.491,0.056600000000000004,0.544,0.491,0.175,0.0902,0.028,0.182,0.0014299999999999998,3.17,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.0228,4.41,0.23375,0.000285,6.75e+18,
114.0,6e+18,0.34,3.0,8.823529411764705,0.00889,0.0025499999999999997,0.000293,0.00605,0.0025499999999999997,0.000813,0.000473,0.000279,0.000913,6.56e-06,0.69,,,2.1,2.1,1.0,0.0137,0.08,0.6,0.05,0.0438,0.186,4.66,0.17125,7.91e-05,2.35e+18,
118.0,6e+18,0.34,3.0,8.823529411764705,0.00864,0.00265,0.000305,0.005690000000000001,0.00265,0.000857,0.000491,0.000267,0.000955,6.87e-06,0.716,,,2.3,2.3,1.0,0.0144,0.08,0.6,0.05,0.0438,0.197,4.62,0.18,6.64e-05,2.71e+18,
143.0,7.6e+19,0.34,3.0,8.823529411764705,1.11,0.48,0.0555,0.573,0.48,0.169,0.0886,0.0292,0.178,0.0014,3.1,,,3.7,3.7,1.0,0.0182,0.08,0.6,0.05,0.0438,0.0221,4.43,0.2275,0.000316,6.2e+18,
164.0,6e+18,0.34,3.0,8.823529411764705,0.00675,0.00362,0.000413,0.00271,0.00362,0.00135,0.000654,0.000146,0.00135,1.0199999999999999e-05,0.994,,,5.1,5.1,1.0,0.0214,0.08,0.6,0.05,0.0438,0.318,4.3,0.26749999999999996,1.43e-05,9.74e+18,
198.0,7.1e+19,0.34,3.0,8.823529411764705,0.841,0.573,0.0624,0.205,0.573,0.232,0.0983,0.012,0.21,0.0018,4.13,,,8.1,8.1,1.0,0.027,0.08,0.6,0.05,0.0438,0.0378,4.13,0.33749999999999997,6.54e-05,2.17e+19,
213.0,9.6e+19,0.34,3.0,8.823529411764705,1.53,1.12,0.119,0.295,1.12,0.468,0.186,0.0179,0.405,0.00361,5.17,,,9.7,9.7,1.0,0.0295,0.08,0.6,0.05,0.0438,0.0314,4.06,0.36874999999999997,6.2e-05,2.93e+19,
79.7,7.6e+19,0.34,3.0,8.823529411764705,1.45,0.268,0.0304,1.15,0.268,0.0745,0.0499,0.0461,0.0907,0.000689,1.72,,,0.9,0.9,1.0,0.009,0.08,0.6,0.05,0.0438,0.00962,4.99,0.11249999999999999,0.00475,6.58e+17,
215.0,1e+18,0.34,3.0,8.823529411764705,0.185,0.000136,1.4400000000000001e-05,3.46e-05,0.000136,5.7e-05,2.26e-05,2.1000000000000002e-06,4.92e-05,432.0,0.533,,,9.9,9.9,1.0,0.0298,0.08,0.6,0.05,0.0438,2.75,4.06,0.3725,6.9e-07,2.72e+19,
140.0,9.6e+19,0.34,3.0,8.823529411764705,1.79,0.745,0.0861,0.958,0.745,0.26,0.138,0.0484,0.276,0.00217,3.4,,,3.5,3.5,1.0,0.0177,0.08,0.6,0.05,0.0438,0.017,4.45,0.22125,0.000441,5.71e+18,
158.0,9.6e+19,0.34,3.0,8.823529411764705,1.64,0.838,0.0958,0.709,0.838,0.308,0.152,0.037700000000000004,0.313,0.0025099999999999996,3.84,,,4.7,4.7,1.0,0.0206,0.08,0.6,0.05,0.0438,0.020300000000000002,4.33,0.2575,0.00025,9.16e+18,
183.0,7.6e+19,0.34,3.0,8.823529411764705,0.973,0.608,0.0676,0.297,0.608,0.238,0.107,0.0169,0.225,0.00188,3.95,,,6.7,6.7,1.0,0.0246,0.08,0.6,0.05,0.0438,0.0316,4.2,0.3075,0.000101,1.61e+19,
211.0,7.6e+19,0.34,3.0,8.823529411764705,0.964,0.698,0.07440000000000001,0.191,0.698,0.291,0.117,0.0115,0.253,0.0022400000000000002,4.56,,,9.5,9.5,1.0,0.0292,0.08,0.6,0.05,0.0438,0.039,4.07,0.365,5.14e-05,2.81e+19,
143.0,2.1e+19,0.34,3.0,8.823529411764705,0.0875,0.037899999999999996,0.00438,0.045200000000000004,0.037899999999999996,0.0134,0.0069900000000000006,0.00231,0.0141,0.000107,1.63,,,3.7,3.7,1.0,0.0182,0.08,0.6,0.05,0.0438,0.0772,4.43,0.2275,9.01e-05,6e+18,
161.0,2.1e+19,0.34,3.0,8.823529411764705,0.0809,0.0424,0.00484,0.0337,0.0424,0.0157,0.007679999999999999,0.00181,0.0158,0.000123,1.83,,,4.9,4.9,1.0,0.021,0.08,0.6,0.05,0.0438,0.0915,4.32,0.2625,5.25e-05,9.42e+18,
202.0,5.1e+19,0.34,3.0,8.823529411764705,0.437,0.304,0.0329,0.1,0.304,0.124,0.0518,0.00594,0.111,0.000954,3.57,,,8.5,8.5,1.0,0.0277,0.08,0.6,0.05,0.0438,0.0538,4.11,0.34625,4.31e-05,2.33e+19,
93.1,5.6e+19,0.34,3.0,8.823529411764705,0.804,0.172,0.0195,0.612,0.172,0.0506,0.0317,0.026,0.0591,0.00045,1.73,,,1.3,1.3,1.0,0.0108,0.08,0.6,0.05,0.0438,0.016,4.85,0.135,0.00175,1.16e+18,
176.0,2.1e+19,0.34,3.0,8.823529411764705,0.07759999999999999,0.046200000000000005,0.00519,0.026199999999999998,0.046200000000000005,0.0178,0.008199999999999999,0.00146,0.0172,0.000137,2.0,,,6.1,6.1,1.0,0.0234,0.08,0.6,0.05,0.0438,0.104,4.23,0.2925,3.44e-05,1.34e+19,
176.0,1.01e+20,0.34,3.0,8.823529411764705,1.73,1.03,0.115,0.583,1.03,0.396,0.182,0.0325,0.382,0.00317,4.39,,,6.1,6.1,1.0,0.0234,0.08,0.6,0.05,0.0438,0.022600000000000002,4.23,0.2925,0.000159,1.39e+19,
161.0,1.01e+20,0.34,3.0,8.823529411764705,1.8,0.942,0.107,0.749,0.942,0.349,0.171,0.0402,0.351,0.0028399999999999996,4.01,,,4.9,4.9,1.0,0.021,0.08,0.6,0.05,0.0438,0.0198,4.32,0.2625,0.000243,9.8e+18,
178.0,5.6e+19,0.34,3.0,8.823529411764705,0.536,0.325,0.0363,0.175,0.325,0.126,0.0575,0.00982,0.121,0.00099,3.31,,,6.3,6.3,1.0,0.0238,0.08,0.6,0.05,0.0438,0.0409,4.22,0.29750000000000004,8.42e-05,1.44e+19,
143.0,1.01e+20,0.34,3.0,8.823529411764705,1.94,0.842,0.09720000000000001,1.0,0.842,0.297,0.155,0.0512,0.313,0.0024700000000000004,3.57,,,3.7,3.7,1.0,0.0182,0.08,0.6,0.05,0.0438,0.0167,4.43,0.2275,0.000416,6.25e+18,
208.0,5.6e+19,0.34,3.0,8.823529411764705,0.526,0.376,0.0402,0.11,0.375,0.155,0.0632,0.00661,0.137,0.0011899999999999999,3.85,,,9.1,9.1,1.0,0.0286,0.08,0.6,0.05,0.0438,0.0512,4.09,0.3575,4.14e-05,2.61e+19,
171.0,3.6e+19,0.34,3.0,8.823529411764705,0.227,0.13,0.0147,0.0823,0.13,0.0497,0.0233,0.00453,0.048600000000000004,0.000389,2.55,,,5.7,5.7,1.0,0.0226,0.08,0.6,0.05,0.0438,0.0593,4.26,0.2825,6.63e-05,1.22e+19,
217.0,3.1e+19,0.34,3.0,8.823529411764705,0.164,0.122,0.0129,0.03,0.122,0.0513,0.0202,0.00183,0.0439,0.000384,2.99,,,10.1,10.1,1.0,0.0301,0.08,0.6,0.05,0.0438,0.097,4.05,0.37625,1.9e-05,3.04e+19,
190.0,4.1e+19,0.34,3.0,8.823529411764705,0.285,0.186,0.0205,0.079,0.186,0.074,0.032299999999999995,0.00455,0.0687,0.000571,3.01,,,7.3,7.3,1.0,0.0256,0.08,0.6,0.05,0.0438,0.060700000000000004,4.17,0.32,4.68e-05,1.82e+19,
155.0,4.1e+19,0.34,3.0,8.823529411764705,0.31,0.154,0.0176,0.138,0.154,0.056100000000000004,0.028,0.00731,0.0573,0.000448,2.47,,,4.5,4.5,1.0,0.0201,0.08,0.6,0.05,0.0438,0.0453,4.35,0.25125,0.000119,8.35e+18,
206.0,3.1e+19,0.34,3.0,8.823529411764705,0.164,0.116,0.0124,0.0353,0.116,0.047700000000000006,0.0195,0.0021000000000000003,0.0422,0.000361,2.84,,,8.9,8.9,1.0,0.0283,0.08,0.6,0.05,0.0438,0.08990000000000001,4.1,0.35374999999999995,2.43e-05,2.48e+19,
204.0,3.6e+19,0.34,3.0,8.823529411764705,0.22,0.154,0.0166,0.048799999999999996,0.154,0.0633,0.0261,0.0029,0.0562,0.000481,3.03,,,8.7,8.7,1.0,0.028,0.08,0.6,0.05,0.0438,0.0767,4.1,0.35,2.94e-05,2.4e+19,
192.0,3.6e+19,0.34,3.0,8.823529411764705,0.22,0.145,0.016,0.0591,0.145,0.0581,0.0252,0.00342,0.0536,0.000446,2.85,,,7.5,7.5,1.0,0.026,0.08,0.6,0.05,0.0438,0.07,4.16,0.32499999999999996,3.91e-05,1.89e+19,
104.0,6.1e+19,0.34,3.0,8.823529411764705,0.913,0.227,0.026,0.659,0.228,0.07,0.0421,0.0293,0.0799,0.00061,2.01,,,1.7,1.7,1.0,0.0124,0.08,0.6,0.05,0.0438,0.0172,4.74,0.155,0.00113,1.78e+18,
185.0,6.1e+19,0.34,3.0,8.823529411764705,0.628,0.399,0.0442,0.186,0.399,0.157,0.0698,0.0106,0.148,0.00123,3.59,,,6.9,6.9,1.0,0.0249,0.08,0.6,0.05,0.0438,0.039799999999999995,4.19,0.31124999999999997,7.68e-05,1.68e+19,
61.8,1.6e+19,0.34,3.0,8.823529411764705,0.055799999999999995,0.009529999999999999,0.00114,0.045200000000000004,0.009529999999999999,0.0024500000000000004,0.00188,0.0016699999999999998,0.00331,2.2800000000000002e-05,0.613,,,0.5,0.5,1.0,0.00671,0.08,0.6,0.05,0.0438,0.0316,5.19,0.08387499999999999,0.00322,2.53e+17,
209.0,1.1e+19,0.34,3.0,8.823529411764705,0.0211,0.0152,0.0016200000000000001,0.0043,0.0152,0.00631,0.0025499999999999997,0.000259,0.00553,4.65e-05,1.72,,,9.3,9.3,1.0,0.0289,0.08,0.6,0.05,0.0438,0.254,4.08,0.36124999999999996,8.11e-06,2.6e+19,
150.0,6.1e+19,0.34,3.0,8.823529411764705,0.696,0.324,0.0373,0.334,0.324,0.116,0.0595,0.0174,0.121,0.000947,2.9,,,4.1,4.1,1.0,0.0192,0.08,0.6,0.05,0.0438,0.0291,4.39,0.23999999999999996,0.000209,7.27e+18,
126.0,8.1e+19,0.34,3.0,8.823529411764705,1.39,0.48,0.0555,0.859,0.48,0.16,0.0892,0.0414,0.175,0.00136,2.81,,,2.7,2.7,1.0,0.0156,0.08,0.6,0.05,0.0438,0.0172,4.55,0.19499999999999998,0.000615,3.75e+18,
98.8,8.1e+19,0.34,3.0,8.823529411764705,1.64,0.378,0.043,1.21,0.378,0.114,0.0698,0.052899999999999996,0.131,0.00101,2.2,,,1.5,1.5,1.0,0.0116,0.08,0.6,0.05,0.0438,0.0121,4.79,0.145,0.0019,1.47e+18,
200.0,1.6e+19,0.34,3.0,8.823529411764705,0.0443,0.0305,0.00331,0.0105,0.0305,0.0124,0.00521,0.000617,0.0112,9.279999999999999e-05,1.98,,,8.3,8.3,1.0,0.0273,0.08,0.6,0.05,0.0438,0.164,4.12,0.34125,1.46e-05,2.18e+19,
187.0,1.6e+19,0.34,3.0,8.823529411764705,0.0446,0.0287,0.00317,0.0127,0.0287,0.011300000000000001,0.005,0.00073,0.0106,8.58e-05,1.86,,,7.1,7.1,1.0,0.0253,0.08,0.6,0.05,0.0438,0.149,4.18,0.31625,1.97e-05,1.7e+19,
114.0,8.6e+19,0.34,3.0,8.823529411764705,1.7,0.488,0.056100000000000004,1.16,0.488,0.156,0.0906,0.053399999999999996,0.175,0.00135,2.61,,,2.1,2.1,1.0,0.0137,0.08,0.6,0.05,0.0438,0.013900000000000001,4.66,0.17125,0.00106,2.52e+18,
161.0,8.6e+19,0.34,3.0,8.823529411764705,1.31,0.686,0.0782,0.545,0.686,0.254,0.124,0.0292,0.256,0.00206,3.7,,,4.9,4.9,1.0,0.021,0.08,0.6,0.05,0.0438,0.0232,4.32,0.2625,0.000207,9.76e+18,
185.0,6.6e+19,0.34,3.0,8.823529411764705,0.734,0.466,0.0516,0.217,0.466,0.184,0.0815,0.0124,0.172,0.0014399999999999999,3.73,,,6.9,6.9,1.0,0.0249,0.08,0.6,0.05,0.0438,0.036899999999999995,4.19,0.31124999999999997,8.29e-05,1.68e+19,
213.0,8.1e+19,0.34,3.0,8.823529411764705,1.09,0.799,0.0848,0.211,0.798,0.334,0.133,0.0128,0.289,0.00257,4.75,,,9.7,9.7,1.0,0.0295,0.08,0.6,0.05,0.0438,0.0371,4.06,0.36874999999999997,5.25e-05,2.91e+19,
198.0,6.6e+19,0.34,3.0,8.823529411764705,0.728,0.496,0.054,0.178,0.496,0.201,0.0851,0.0104,0.182,0.00156,3.98,,,8.1,8.1,1.0,0.027,0.08,0.6,0.05,0.0438,0.040600000000000004,4.13,0.33749999999999997,6.09e-05,2.17e+19,
109.0,1.1e+19,0.34,3.0,8.823529411764705,0.0303,0.00811,0.000929,0.0212,0.00811,0.00254,0.0015,0.000962,0.0028799999999999997,2.1e-05,0.896,,,1.9,1.9,1.0,0.0131,0.08,0.6,0.05,0.0438,0.09709999999999999,4.7,0.16375,0.000173,2.03e+18,
153.0,1.1e+19,0.34,3.0,8.823529411764705,0.0233,0.0112,0.0012900000000000001,0.0108,0.0112,0.004059999999999999,0.0020499999999999997,0.000566,0.00418,3.16e-05,1.25,,,4.3,4.3,1.0,0.0197,0.08,0.6,0.05,0.0438,0.159,4.37,0.24624999999999997,3.59e-05,7.51e+18,
211.0,6.1e+19,0.34,3.0,8.823529411764705,0.624,0.452,0.0482,0.124,0.452,0.189,0.0757,0.00746,0.164,0.0014399999999999999,4.09,,,9.5,9.5,1.0,0.0292,0.08,0.6,0.05,0.0438,0.048299999999999996,4.07,0.365,4.15e-05,2.8e+19,
71.5,6.6e+19,0.34,3.0,8.823529411764705,1.03,0.181,0.0209,0.831,0.181,0.0487,0.0344,0.0322,0.061700000000000005,0.000458,1.44,,,0.7,0.7,1.0,0.00794,0.08,0.6,0.05,0.0438,0.0096,5.08,0.09924999999999999,0.0067,4.44e+17,
187.0,1.1e+19,0.34,3.0,8.823529411764705,0.0213,0.013699999999999999,0.00151,0.00608,0.013699999999999999,0.00541,0.0023799999999999997,0.000348,0.005059999999999999,4.0600000000000004e-05,1.54,,,7.1,7.1,1.0,0.0253,0.08,0.6,0.05,0.0438,0.215,4.18,0.31625,1.37e-05,1.68e+19,
190.0,4.6e+19,0.34,3.0,8.823529411764705,0.358,0.233,0.0257,0.0992,0.233,0.09290000000000001,0.040600000000000004,0.00571,0.0862,0.000719,3.19,,,7.3,7.3,1.0,0.0256,0.08,0.6,0.05,0.0438,0.054200000000000005,4.17,0.32,5.23e-05,1.82e+19,
202.0,4.6e+19,0.34,3.0,8.823529411764705,0.357,0.248,0.0268,0.0818,0.248,0.101,0.0422,0.00484,0.0907,0.000776,3.39,,,8.5,8.5,1.0,0.0277,0.08,0.6,0.05,0.0438,0.0595,4.11,0.34625,3.9e-05,2.32e+19,
174.0,4.6e+19,0.34,3.0,8.823529411764705,0.367,0.215,0.0241,0.128,0.215,0.08220000000000001,0.038200000000000005,0.00711,0.0799,0.000646,2.92,,,5.9,5.9,1.0,0.023,0.08,0.6,0.05,0.0438,0.047700000000000006,4.25,0.2875,7.88e-05,1.29e+19,
208.0,4.1e+19,0.34,3.0,8.823529411764705,0.284,0.203,0.0217,0.0596,0.203,0.0839,0.0342,0.00357,0.07379999999999999,0.000638,3.29,,,9.1,9.1,1.0,0.0286,0.08,0.6,0.05,0.0438,0.0694,4.09,0.3575,3.06e-05,2.59e+19,
158.0,3.1e+19,0.34,3.0,8.823529411764705,0.176,0.09,0.0103,0.0761,0.09,0.033100000000000004,0.016300000000000002,0.00405,0.033600000000000005,0.000262,2.18,,,4.7,4.7,1.0,0.0206,0.08,0.6,0.05,0.0438,0.061,4.33,0.2575,8.31e-05,8.89e+18,
192.0,3.1e+19,0.34,3.0,8.823529411764705,0.164,0.108,0.0119,0.044,0.108,0.0433,0.018699999999999998,0.00254,0.0399,0.000331,2.65,,,7.5,7.5,1.0,0.026,0.08,0.6,0.05,0.0438,0.081,4.16,0.32499999999999996,3.38e-05,1.88e+19,
49.4,4.6e+19,0.34,3.0,8.823529411764705,0.347,0.06,0.0076100000000000004,0.279,0.06,0.0145,0.0127,0.00973,0.0218,0.000146,0.831,,,0.3,0.3,1.0,0.0052,0.08,0.6,0.05,0.0438,0.00866,5.36,0.065,0.0238,1.2e+17,
204.0,1.01e+20,0.34,3.0,8.823529411764705,1.69,1.18,0.127,0.375,1.18,0.486,0.2,0.0223,0.431,0.00378,5.08,,,8.7,8.7,1.0,0.028,0.08,0.6,0.05,0.0438,0.028,4.1,0.35,8.04e-05,2.46e+19,
206.0,2.6e+19,0.34,3.0,8.823529411764705,0.116,0.0818,0.00879,0.0249,0.08170000000000001,0.0337,0.013800000000000002,0.00149,0.0298,0.000254,2.6,,,8.9,8.9,1.0,0.0283,0.08,0.6,0.05,0.0438,0.107,4.1,0.35374999999999995,2.05e-05,2.47e+19,
176.0,2.6e+19,0.34,3.0,8.823529411764705,0.118,0.0705,0.00791,0.04,0.0705,0.0272,0.0125,0.0022299999999999998,0.026199999999999998,0.00021,2.23,,,6.1,6.1,1.0,0.0234,0.08,0.6,0.05,0.0438,0.0848,4.23,0.2925,4.24e-05,1.35e+19,
147.0,5.1e+19,0.34,3.0,8.823529411764705,0.496,0.223,0.0257,0.247,0.223,0.0795,0.041,0.0127,0.083,0.000646,2.59,,,3.9,3.9,1.0,0.0187,0.08,0.6,0.05,0.0438,0.033600000000000005,4.41,0.23375,0.000193,6.68e+18,
178.0,5.1e+19,0.34,3.0,8.823529411764705,0.446,0.27,0.030199999999999998,0.146,0.27,0.105,0.047799999999999995,0.00816,0.1,0.000821,3.16,,,6.3,6.3,1.0,0.0238,0.08,0.6,0.05,0.0438,0.044899999999999995,4.22,0.29750000000000004,7.68e-05,1.44e+19,
98.8,2.6e+19,0.34,3.0,8.823529411764705,0.174,0.0402,0.00457,0.129,0.0402,0.0121,0.0074199999999999995,0.00563,0.014,0.000104,1.25,,,1.5,1.5,1.0,0.0116,0.08,0.6,0.05,0.0438,0.0366,4.79,0.145,0.000629,1.43e+18,
204.0,2.1e+19,0.34,3.0,8.823529411764705,0.0757,0.053200000000000004,0.005730000000000001,0.016800000000000002,0.0531,0.0218,0.009,0.000999,0.019399999999999997,0.000164,2.32,,,8.7,8.7,1.0,0.028,0.08,0.6,0.05,0.0438,0.13,4.1,0.35,1.73e-05,2.37e+19,
164.0,5.1e+19,0.34,3.0,8.823529411764705,0.462,0.248,0.028300000000000002,0.186,0.248,0.0927,0.0448,0.01,0.09259999999999999,0.000739,2.9,,,5.1,5.1,1.0,0.0214,0.08,0.6,0.05,0.0438,0.0395,4.3,0.26749999999999996,0.000115,1.03e+19,
130.0,9.1e+19,0.34,3.0,8.823529411764705,1.71,0.622,0.072,1.02,0.622,0.21,0.115,0.0498,0.228,0.00177,3.07,,,2.9,2.9,1.0,0.0162,0.08,0.6,0.05,0.0438,0.016,4.52,0.20249999999999999,0.000601,4.22e+18,
217.0,8.6e+19,0.34,3.0,8.823529411764705,1.23,0.913,0.0965,0.225,0.913,0.385,0.151,0.013699999999999999,0.33,0.00296,4.98,,,10.1,10.1,1.0,0.0301,0.08,0.6,0.05,0.0438,0.0359,4.05,0.37625,5.15e-05,3.11e+19,
171.0,9.1e+19,0.34,3.0,8.823529411764705,1.42,0.814,0.09190000000000001,0.514,0.814,0.31,0.146,0.028300000000000002,0.303,0.00249,4.05,,,5.7,5.7,1.0,0.0226,0.08,0.6,0.05,0.0438,0.024,4.26,0.2825,0.000164,1.25e+19,
122.0,1e+18,0.34,3.0,8.823529411764705,0.244,7.94e-05,9.18e-06,0.000156,7.94e-05,2.61e-05,1.47e-05,7.3899999999999995e-06,2.8899999999999998e-05,200.0,0.303,,,2.5,2.5,1.0,0.015,0.08,0.6,0.05,0.0438,1.19,4.59,0.1875,9.84e-06,2.97e+18,
183.0,7.1e+19,0.34,3.0,8.823529411764705,0.851,0.532,0.0591,0.26,0.532,0.208,0.09340000000000001,0.0147,0.197,0.00164,3.82,,,6.7,6.7,1.0,0.0246,0.08,0.6,0.05,0.0438,0.0337,4.2,0.3075,9.43e-05,1.6e+19,
169.0,7.1e+19,0.34,3.0,8.823529411764705,0.875,0.492,0.055600000000000004,0.328,0.492,0.186,0.0882,0.018,0.183,0.00149,3.52,,,5.5,5.5,1.0,0.0222,0.08,0.6,0.05,0.0438,0.0299,4.27,0.2775,0.000138,1.17e+19,
166.0,7.1e+19,0.34,3.0,8.823529411764705,0.882,0.485,0.055,0.342,0.485,0.182,0.0872,0.018600000000000002,0.181,0.00146,3.47,,,5.3,5.3,1.0,0.0218,0.08,0.6,0.05,0.0438,0.0293,4.29,0.2725,0.000148,1.1e+19,
181.0,7.1e+19,0.34,3.0,8.823529411764705,0.853,0.525,0.0586,0.269,0.525,0.205,0.09259999999999999,0.0152,0.195,0.0016200000000000001,3.77,,,6.5,6.5,1.0,0.0242,0.08,0.6,0.05,0.0438,0.033100000000000004,4.21,0.3025,9.99e-05,1.53e+19,
126.0,1e+18,0.34,3.0,8.823529411764705,0.238,8.190000000000001e-05,9.47e-06,0.000147,8.190000000000001e-05,2.73e-05,1.5199999999999998e-05,7.059999999999999e-06,2.99e-05,208.0,0.312,,,2.7,2.7,1.0,0.0156,0.08,0.6,0.05,0.0438,1.24,4.56,0.19499999999999998,8.48e-06,3.36e+18,
