X,Z,Magnitude,Flux
0.0,-17.499999999999982,0.4348634321965279,0.0
0.0,-17.39999999999999,0.4343673203321234,0.0
0.0,-17.300000000000004,0.43387162816056246,0.0
0.0,-17.200000000000017,0.43337635569188704,0.0
0.0,-17.09999999999998,0.4328815029362737,0.0
0.0,-16.999999999999993,0.43238706990402975,0.0
0.0,-16.900000000000006,0.431893056605594,0.0
0.0,-16.800000000000015,0.43139946305153865,0.0
0.0,-16.69999999999998,0.43090628925256547,0.0
0.0,-16.599999999999994,0.43041353521951115,0.0
0.0,-16.500000000000004,0.42992120096334135,0.0
0.0,-16.400000000000016,0.4294292864951548,0.0
0.0,-16.299999999999983,0.42893779182618014,0.0
0.0,-16.199999999999992,0.4284467169677819,0.0
0.0,-16.1,0.42795606193145297,0.0
0.0,-16.000000000000014,0.42746582672882,0.0
0.0,-15.89999999999998,0.4269760113716384,0.0
0.0,-15.799999999999992,0.4264866158717999,0.0
0.0,-15.700000000000003,0.42599764024132336,0.0
0.0,-15.600000000000014,0.4255090844923642,0.0
0.0,-15.49999999999998,0.4250209486372064,0.0
0.0,-15.399999999999991,0.424533232688266,0.0
0.0,-15.300000000000002,0.42404593665809065,0.0
0.0,-15.200000000000014,0.42355906055936393,0.0
0.0,-15.09999999999998,0.4230726044048943,0.0
0.0,-14.999999999999991,0.4225865682076281,0.0
0.0,-14.900000000000002,0.4221009519806402,0.0
0.0,-14.800000000000013,0.4216157557371372,0.0
0.0,-14.69999999999998,0.42113097949046,0.0
0.0,-14.59999999999999,0.42064662325407925,0.0
0.0,-14.500000000000002,0.4201626870415976,0.0
0.0,-14.400000000000013,0.4196791708667504,0.0
0.0,-14.29999999999998,0.41919607474340376,0.0
0.0,-14.19999999999999,0.4187133986855557,0.0
0.0,-14.099999999999998,0.4182311427073381,0.0
0.0,-14.000000000000012,0.4177493068230119,0.0
0.0,-13.899999999999979,0.4172678910469704,0.0
0.0,-13.79999999999999,0.4167868953937408,0.0
0.0,-13.700000000000001,0.41630631987798,0.0
0.0,-13.600000000000012,0.4158261645144769,0.0
0.0,-13.499999999999979,0.4153464293181523,0.0
0.0,-13.39999999999999,0.4148671143040608,0.0
0.0,-13.3,0.414388219487386,0.0
0.0,-13.200000000000012,0.41390974488344473,0.0
0.0,-13.099999999999978,0.4134316905076848,0.0
0.0,-12.99999999999999,0.41295405637568766,0.0
0.0,-12.9,0.4124768425031644,0.0
0.0,-12.800000000000011,0.4120000489059592,0.0
0.0,-12.699999999999978,0.4115236756000476,0.0
0.0,-12.599999999999989,0.4110477226015374,0.0
0.0,-12.5,0.4105721899266678,0.0
0.0,-12.400000000000013,0.4100970775918103,0.0
0.0,-12.299999999999978,0.40962238561346737,0.0
0.0,-12.199999999999989,0.40914811400827295,0.0
0.0,-12.1,0.4086742627929959,0.0
0.0,-12.000000000000012,0.408200831984532,0.0
0.0,-11.899999999999975,0.4077278215999136,0.0
0.0,-11.799999999999988,0.4072552316563012,0.0
0.0,-11.700000000000001,0.406783062170989,0.0
0.0,-11.60000000000001,0.4063113131614032,0.0
0.0,-11.499999999999975,0.40583998464510096,0.0
0.0,-11.399999999999988,0.4053690766397719,0.0
0.0,-11.3,0.40489858916323695,0.0
0.0,-11.20000000000001,0.4044285222334482,0.0
0.0,-11.099999999999977,0.4039588758684918,0.0
0.0,-10.999999999999988,0.4034896500865834,0.0
0.0,-10.9,0.40302084490607143,0.0
0.0,-10.80000000000001,0.4025524603454364,0.0
0.0,-10.699999999999976,0.40208449642329,0.0
0.0,-10.599999999999989,0.401616953158376,0.0
0.0,-10.499999999999998,0.4011498305695703,0.0
0.0,-10.400000000000007,0.40068312867588096,0.0
0.0,-10.299999999999976,0.4002168474964452,0.0
0.0,-10.199999999999989,0.39975098705053647,0.0
0.0,-10.099999999999998,0.3992855473575567,0.0
0.0,-10.000000000000007,0.3988205284370406,0.0
0.0,-9.899999999999975,0.39835593030865374,0.0
0.0,-9.799999999999985,0.39789175299219576,0.0
0.0,-9.699999999999996,0.39742799650759697,0.0
0.0,-9.600000000000009,0.39696466087491833,0.0
0.0,-9.499999999999977,0.39650174611435424,0.0
0.0,-9.399999999999986,0.39603925224623054,0.0
0.0,-9.299999999999997,0.39557717929100433,0.0
0.0,-9.200000000000008,0.39511552726926413,0.0
0.0,-9.099999999999975,0.3946542962017324,0.0
0.0,-8.999999999999988,0.39419348610926136,0.0
0.0,-8.899999999999997,0.3937330970128349,0.0
0.0,-8.800000000000006,0.39327312893357064,0.0
0.0,-8.699999999999974,0.39281358189271703,0.0
0.0,-8.599999999999985,0.392354455911654,0.0
0.0,-8.499999999999996,0.3918957510118924,0.0
0.0,-8.400000000000006,0.3914374672150772,0.0
0.0,-8.299999999999974,0.3909796045429839,0.0
0.0,-8.199999999999985,0.3905221630175193,0.0
0.0,-8.099999999999998,0.3900651426607228,0.0
0.0,-8.000000000000005,0.3896085434947663,0.0
0.0,-7.899999999999972,0.3891523655419514,0.0
0.0,-7.799999999999983,0.3886966088247133,0.0
0.0,-7.699999999999996,0.3882412733656187,0.0
0.0,-7.600000000000007,0.3877863591873657,0.0
0.0,-7.499999999999973,0.3873318663127843,0.0
0.0,-7.399999999999984,0.3868777947648363,0.0
0.0,-7.299999999999995,0.3864241445666164,0.0
0.0,-7.200000000000006,0.3859709157413498,0.0
0.0,-7.099999999999973,0.38551810831239264,0.0
0.0,-6.999999999999984,0.3850657223032349,0.0
0.0,-6.899999999999995,0.3846137577374989,0.0
0.0,-6.800000000000006,0.38416221463893474,0.0
0.0,-6.699999999999973,0.38371109303142953,0.0
0.0,-6.599999999999984,0.38326039293899855,0.0
0.0,-6.499999999999995,0.38281011438579093,0.0
0.0,-6.400000000000006,0.38236025739608553,0.0
0.0,-6.299999999999972,0.38191082199429494,0.0
0.0,-6.199999999999983,0.3814618082049636,0.0
0.0,-6.099999999999993,0.3810132160527656,0.0
0.0,-6.000000000000004,0.38056504556250914,0.0
0.0,-5.899999999999972,0.380117296759133,0.0
0.0,-5.799999999999983,0.37966996966770905,0.0
0.0,-5.699999999999993,0.3792230643134389,0.0
0.0,-5.600000000000005,0.37877658072165793,0.0
0.0,-5.500000000000016,0.3783305189178328,0.0
0.0,-5.3999999999999835,0.3778848789275609,0.0
0.0,-5.299999999999994,0.3774396607765727,0.0
0.0,-5.200000000000005,0.37699486449073055,0.0
0.0,-5.1000000000000165,0.37655049009602737,0.0
0.0,-4.999999999999982,0.3761065376185888,0.0
0.0,-4.899999999999992,0.3756630070846728,0.0
0.0,-4.800000000000004,0.3752198985206685,0.0
0.0,-4.700000000000015,0.37477721195309616,0.0
0.0,-4.599999999999982,0.37433494740860845,0.0
0.0,-4.499999999999993,0.37389310491399136,0.0
0.0,-4.400000000000004,0.3734516844961604,0.0
0.0,-4.300000000000015,0.37301068618216326,0.0
0.0,-4.1999999999999815,0.37257010999918017,0.0
0.0,-4.0999999999999925,0.3721299559745241,0.0
0.0,-4.000000000000004,0.37169022413563696,0.0
0.0,-3.9000000000000155,0.3712509145100962,0.0
0.0,-3.7999999999999803,0.37081202712560746,0.0
0.0,-3.699999999999992,0.3703735620100114,0.0
0.0,-3.600000000000003,0.3699355191912777,0.0
0.0,-3.500000000000014,0.36949789869750943,0.0
0.0,-3.399999999999981,0.3690607005569416,0.0
0.0,-3.299999999999992,0.36862392479794,0.0
0.0,-3.200000000000003,0.3681875714490031,0.0
0.0,-3.1000000000000134,0.36775164053876097,0.0
0.0,-2.9999999999999805,0.36731613209597586,0.0
0.0,-2.8999999999999915,0.36688104614954054,0.0
0.0,-2.8000000000000025,0.366446382728481,0.0
0.0,-2.700000000000013,0.3660121418619552,0.0
0.0,-2.59999999999998,0.3655783235792502,0.0
0.0,-2.499999999999991,0.36514492790978914,0.0
0.0,-2.400000000000002,0.36471195488312336,0.0
0.0,-2.3000000000000127,0.3642794045289388,0.0
0.0,-2.19999999999998,0.3638472768770503,0.0
0.0,-2.0999999999999908,0.3634155719574063,0.0
0.0,-2.0000000000000013,0.3629842898000871,0.0
0.0,-1.9000000000000128,0.3625534304353061,0.0
0.0,-1.7999999999999794,0.3621229938934033,0.0
0.0,-1.6999999999999904,0.36169298020485807,0.0
0.0,-1.6000000000000014,0.361263389400275,0.0
0.0,-1.5000000000000124,0.3608342215103942,0.0
0.0,-1.399999999999979,0.36040547656608574,0.0
0.0,-1.29999999999999,0.3599771545983549,0.0
0.0,-1.2000000000000013,0.3595492556383323,0.0
0.0,-1.100000000000012,0.3591217797172871,0.0
0.0,-0.9999999999999785,0.3586947268666167,0.0
0.0,-0.8999999999999897,0.35826809711785124,0.0
0.0,-0.8000000000000007,0.35784189050265214,0.0
0.0,-0.7000000000000116,0.3574161070528128,0.0
0.0,-0.5999999999999783,0.35699074680025883,0.0
0.0,-0.49999999999998923,0.3565658097770484,0.0
0.0,-0.40000000000000047,0.3561412960153695,0.0
0.0,-0.30000000000001137,0.3557172055475432,0.0
0.0,-0.19999999999997803,0.3552935384060227,0.0
0.0,-0.09999999999998899,0.35487029462339126,0.0
0.0,0.0,0.3544474742323669,0.0
0.1,-29.999999999999982,0.5827416231584852,0.01830736802255689
0.1,-29.89999999999999,0.5814093977690823,0.01826551492759415
0.1,-29.800000000000004,0.580079429729134,0.018223732749356042
0.1,-29.70000000000001,0.5787517189604047,0.01818202148538472
0.1,-29.59999999999998,0.5774262653856963,0.01814038113325494
0.1,-29.5,0.5761030689288449,0.018098811690573938
0.1,-29.400000000000006,0.5747821295147193,0.018057313154981394
0.1,-29.300000000000008,0.573463447069222,0.018015885524149473
0.1,-29.19999999999998,0.5721470215192903,0.017974528795782842
0.1,-29.099999999999998,0.5708328527928974,0.017933242967618706
0.1,-29.000000000000004,0.5695209408190466,0.017892028037426646
0.1,-28.900000000000013,0.5682112855277808,0.01785088400300889
0.1,-28.799999999999983,0.5669038868501707,0.01780981086219996
0.1,-28.699999999999992,0.5655987447183264,0.017768808612867032
0.1,-28.6,0.5642958590653906,0.017727877252909727
0.1,-28.500000000000014,0.5629952298255376,0.017687016780260065
0.1,-28.39999999999998,0.561696856933978,0.017646227192882627
0.1,-28.29999999999999,0.5604007403269585,0.017605508488774544
0.1,-28.200000000000003,0.5591068799417568,0.01756486066596534
0.1,-28.100000000000016,0.5578152757166861,0.017524283722517065
0.1,-27.99999999999998,0.5565259275910913,0.017483777656524178
0.1,-27.89999999999999,0.5552388355053556,0.01744334246611377
0.1,-27.800000000000004,0.5539539994008935,0.01740297814944532
0.1,-27.700000000000014,0.552671419220155,0.017362684704710838
0.1,-27.59999999999998,0.5513910949066222,0.017322462130134768
0.1,-27.499999999999993,0.5501130264048141,0.017282310423974122
0.1,-27.400000000000002,0.5488372136602809,0.017242229584518307
0.1,-27.30000000000001,0.5475636566196105,0.017202219610089328
0.1,-27.19999999999998,0.5462923552304221,0.017162280499041598
0.1,-27.09999999999999,0.5450233094413688,0.01712241224976201
0.1,-27.0,0.54375651920214,0.017082614860670007
0.1,-26.900000000000013,0.5424919844634571,0.017042888330217457
0.1,-26.799999999999972,0.5412297051770764,0.01700323265688873
0.1,-26.69999999999999,0.5399696812957899,0.01696364783920076
0.1,-26.6,0.5387119127734226,0.0169241338757029
0.1,-26.500000000000007,0.5374563995648318,0.016884690764976965
0.1,-26.399999999999974,0.5362031416259099,0.016845318505637263
0.1,-26.29999999999999,0.5349521389135868,0.016806017096330714
0.1,-26.200000000000003,0.5337033913858216,0.016766786535736555
0.1,-26.100000000000005,0.532456899001611,0.01672762682256664
0.1,-25.99999999999998,0.5312126617209826,0.016688537955565193
0.1,-25.89999999999999,0.5299706795050018,0.016649519933509046
0.1,-25.8,0.528730952315766,0.01661057275520746
0.1,-25.700000000000006,0.5274934801164064,0.016571696419502163
0.1,-25.59999999999998,0.5262582628710892,0.016532890925267402
0.1,-25.49999999999999,0.5250253005450158,0.016494156271409953
0.1,-25.4,0.5237945931044181,0.01645549245686895
0.1,-25.300000000000004,0.5225661405165678,0.016416899480616212
0.1,-25.199999999999978,0.5213399427497638,0.016378377341655814
0.1,-25.099999999999987,0.5201159997733452,0.01633992603902452
0.1,-25.0,0.5188943115576814,0.016301545571791455
0.1,-24.90000000000001,0.5176748780741787,0.016263235939058318
0.1,-24.799999999999976,0.5164576992952743,0.016224997139959205
0.1,-24.69999999999999,0.5152427751944437,0.01618682917366082
0.1,-24.6,0.5140301057461927,0.016148732039362238
0.1,-24.500000000000007,0.5128196909260617,0.016110705736295042
0.1,-24.399999999999977,0.511611530710628,0.016072750263723384
0.1,-24.29999999999999,0.5104056250775015,0.016034865620943854
0.1,-24.2,0.5092019740053242,0.015997051807285476
0.1,-24.10000000000001,0.5080005774737754,0.015959308822109854
0.1,-23.99999999999998,0.5068014354635667,0.015921636664811032
0.1,-23.899999999999988,0.505604547956444,0.015884035334815534
0.1,-23.799999999999997,0.5044099149351882,0.015846504831582398
0.1,-23.700000000000006,0.5032175363836133,0.015809045154603144
0.1,-23.599999999999977,0.5020274122865672,0.01577165630340174
0.1,-23.499999999999986,0.5008395426299348,0.015734338277534756
0.1,-23.400000000000002,0.4996539274006319,0.015697091076591133
0.1,-23.300000000000008,0.49847056658660693,0.015659914700192266
0.1,-23.199999999999974,0.4972894601768484,0.015622809147992212
0.1,-23.099999999999987,0.4961106081613734,0.015585774419677356
0.1,-23.0,0.4949340105312359,0.015548810514966644
0.1,-22.90000000000001,0.4937596672785244,0.015511917433611532
0.1,-22.799999999999976,0.4925875783963586,0.015475095175395866
0.1,-22.69999999999999,0.49141774387889553,0.01543834374013609
0.1,-22.6,0.490250163721324,0.015401663127681053
0.1,-22.500000000000007,0.48908483791986895,0.015365053337912151
0.1,-22.399999999999974,0.48792176647178725,0.015328514370743217
0.1,-22.299999999999983,0.4867609493753735,0.01529204622612067
0.1,-22.2,0.48560238662995153,0.015255648904023263
0.1,-22.10000000000001,0.4844460782358821,0.015219322404462337
0.1,-21.99999999999997,0.4832920241945604,0.01518306672748172
0.1,-21.899999999999984,0.48214022450841526,0.015146881873157712
0.1,-21.8,0.4809906791809107,0.015110767841599145
0.1,-21.70000000000001,0.4798433882165404,0.015074724632947185
0.1,-21.599999999999973,0.47869835162083807,0.015038752247375687
0.1,-21.499999999999982,0.47755556940036736,0.01500285068509085
0.1,-21.4,0.4764150415627295,0.014967019946331473
0.1,-21.300000000000008,0.475276768116558,0.014931260031368786
0.1,-21.19999999999997,0.47414074907151726,0.014895570940506404
0.1,-21.099999999999984,0.47300698443831257,0.014859952674080646
0.1,-21.0,0.4718754742286779,0.014824405232460145
0.1,-20.900000000000006,0.47074621845538406,0.014788928616046106
0.1,-20.799999999999972,0.46961921713223415,0.01475352282527217
0.1,-20.699999999999985,0.4684944702740676,0.01471818786060453
0.1,-20.599999999999998,0.467371977896756,0.014682923722541801
0.1,-20.500000000000007,0.46625174001720593,0.014647730411615125
0.1,-20.39999999999997,0.4651337566533568,0.014612607928388087
0.1,-20.299999999999983,0.4640180278241869,0.0145775562734569
0.1,-20.200000000000003,0.462904553549702,0.01454257544745007
0.1,-20.10000000000001,0.46179333385094734,0.014507665451028752
0.1,-19.99999999999997,0.4606843687499956,0.014472826284886376
0.1,-19.899999999999984,0.4595776582699631,0.014438057949749169
0.1,-19.799999999999997,0.45847320243499307,0.014403360446375604
0.1,-19.70000000000001,0.4573710012702648,0.014368733775556721
0.1,-19.599999999999973,0.4562710548019928,0.01433417793811607
0.1,-19.499999999999986,0.4551733630574244,0.014299692934909645
0.1,-19.399999999999995,0.4540779260648412,0.014265278766825948
0.1,-19.300000000000008,0.4529847438535593,0.014230935434785964
0.1,-19.199999999999974,0.45189381645392834,0.014196662939743159
0.1,-19.099999999999984,0.45080514389733417,0.014162461282683548
0.1,-18.999999999999993,0.4497187262161939,0.014128330464625546
0.1,-18.90000000000001,0.4486345634439604,0.014094270486620103
0.1,-18.799999999999965,0.44755265561511853,0.014060281349750592
0.1,-18.69999999999998,0.4464730027651925,0.014026363055133042
0.1,-18.599999999999998,0.445395604930736,0.013992515603915822
0.1,-18.500000000000007,0.44432046214933735,0.013958738997279804
0.1,-18.400000000000016,0.44324757445961926,0.01392503323643835
0.1,-18.299999999999983,0.4421769419012399,0.013891398322637364
0.1,-18.199999999999996,0.44110856451488994,0.013857834257155177
0.1,-18.100000000000005,0.44004244234229656,0.013824341041302693
0.1,-18.000000000000014,0.43897857542621693,0.013790918676423163
0.1,-17.899999999999984,0.43791696381044704,0.01375756716389248
0.1,-17.799999999999994,0.4368576075398136,0.013724286505118918
0.1,-17.700000000000003,0.4358005066601793,0.013691076701543292
0.1,-17.600000000000016,0.43505393517274166,0.013667622466540155
0.1,-17.499999999999982,0.434547972398285,0.013651727177187926
0.1,-17.39999999999999,0.4340510837527128,0.013636116960002108
0.1,-17.300000000000004,0.4335546147841484,0.013620519927358337
0.1,-17.200000000000017,0.4330585655036109,0.013604936079602784
0.1,-17.09999999999998,0.4325629359222484,0.013589365417085685
0.1,-16.999999999999993,0.4320677260513417,0.013573807940161426
0.1,-16.900000000000006,0.43157293590230217,0.013558263649188513
0.1,-16.800000000000015,0.43107856548667817,0.01354273254452975
0.1,-16.69999999999998,0.43058461481614174,0.01352721462655182
0.1,-16.599999999999994,0.4300910839025036,0.01351170989562577
0.1,-16.500000000000004,0.42959797275770234,0.013496218352126658
0.1,-16.400000000000016,0.42910528139381054,0.013480739996433764
0.1,-16.299999999999983,0.4286130098230316,0.01346527482893046
0.1,-16.199999999999992,0.4281211580577008,0.013449822850004277
0.1,-16.1,0.4276297261102848,0.013434384060046866
0.1,-16.000000000000014,0.42713871399338343,0.013418958459454055
0.1,-15.89999999999998,0.42664812171972655,0.01340354604862577
0.1,-15.799999999999992,0.4261579493021781,0.013388146827966145
0.1,-15.700000000000003,0.425668196753732,0.013372760797883394
0.1,-15.600000000000014,0.4251788640875144,0.013357387958789886
0.1,-15.49999999999998,0.4246899513167825,0.01334202831110211
0.1,-15.399999999999991,0.424201458454928,0.01332668185524078
0.1,-15.300000000000002,0.4237133855154712,0.013311348591630646
0.1,-15.200000000000014,0.4232257325120664,0.01329602852070067
0.1,-15.09999999999998,0.4227384994584988,0.013280721642883929
0.1,-14.999999999999991,0.42225168636868543,0.013265427958617638
0.1,-14.900000000000002,0.4217652932566756,0.01325014746834317
0.1,-14.800000000000013,0.4212793201366492,0.013234880172506002
0.1,-14.69999999999998,0.42079376702291993,0.013219626071555803
0.1,-14.59999999999999,0.4203086339299316,0.013204385165946351
0.1,-14.500000000000002,0.41982392087226017,0.013189157456135555
0.1,-14.400000000000013,0.41933962786461426,0.013173942942585502
0.1,-14.29999999999998,0.4188557549218344,0.013158741625762421
0.1,-14.19999999999999,0.41837230205889125,0.01314355350613663
0.1,-14.099999999999998,0.41788926929088815,0.013128378584182612
0.1,-14.000000000000012,0.41740665663306153,0.013113216860379036
0.1,-13.899999999999979,0.4169244641007782,0.013098068335208666
0.1,-13.79999999999999,0.41644269170953646,0.01308293300915839
0.1,-13.700000000000001,0.4159613394749673,0.013067810882719275
0.1,-13.600000000000012,0.41548040741283376,0.01305270195638653
0.1,-13.499999999999979,0.4149998955390302,0.013037606230659492
0.1,-13.39999999999999,0.4145198038695817,0.0130225237060416
0.1,-13.3,0.414040132420648,0.013007454383040531
0.1,-13.200000000000012,0.4135608812085186,0.012992398262168033
0.1,-13.099999999999978,0.4130820502496137,0.012977355343939964
0.1,-12.99999999999999,0.41260363956048873,0.012962325628876425
0.1,-12.9,0.4121256491578279,0.012947309117501568
0.1,-12.800000000000011,0.41164807905844886,0.012932305810343736
0.1,-12.699999999999978,0.4111709292792994,0.012917315707935355
0.1,-12.599999999999989,0.41069419983746175,0.012902338810813086
0.1,-12.5,0.410217890750148,0.012887375119517654
0.1,-12.400000000000013,0.4097420020347024,0.012872424634593954
0.1,-12.299999999999978,0.40926653370860056,0.012857487356590992
0.1,-12.199999999999989,0.40879148578945146,0.012842563286061972
0.1,-12.1,0.40831685829499487,0.012827652423564206
0.1,-12.000000000000012,0.4078426512431021,0.012812754769659138
0.1,-11.899999999999975,0.407368864651776,0.012797870324912346
0.1,-11.799999999999988,0.40689549853915336,0.012782999089893608
0.1,-11.700000000000001,0.4064225529235001,0.01276814106517677
0.1,-11.60000000000001,0.405950027823215,0.012753296251339846
0.1,-11.499999999999975,0.40547792325683,0.012738464648965034
0.1,-11.399999999999988,0.4050062392430068,0.012723646258638605
0.1,-11.3,0.40453497580053965,0.012708841080951003
0.1,-11.20000000000001,0.4040641329483552,0.012694049116496825
0.1,-11.099999999999977,0.40359371070551125,0.012679270365874786
0.1,-10.999999999999988,0.40312370909119744,0.01266450482968775
0.1,-10.9,0.4026541281247352,0.012649752508542719
0.1,-10.80000000000001,0.4021849678255788,0.012635013403050859
0.1,-10.699999999999976,0.4017162282133131,0.012620287513827455
0.1,-10.599999999999989,0.40124790930765447,0.01260557484149191
0.1,-10.499999999999998,0.40078001112845263,0.012590875386667826
0.1,-10.400000000000007,0.4003125336956888,0.012576189149982927
0.1,-10.299999999999976,0.39984547702947426,0.01256151613206903
0.1,-10.199999999999989,0.3993788411500536,0.012546856333562138
0.1,-10.099999999999998,0.39891262607780387,0.01253220975510241
0.1,-10.000000000000007,0.39844683183323215,0.0125175763973341
0.1,-9.899999999999975,0.39798145843697846,0.012502956260905633
0.1,-9.799999999999985,0.3975165059098146,0.012488349346469575
0.1,-9.699999999999996,0.39705197427264366,0.01247375565468261
